CNPJ;NOME;ENDEREÇO;COMPLEMENTO;BAIRRO;MUNICÍPIO;UF;PRODUTO;VALOR VENDA;DATA CADASTRO
00062780000102;AUTO POSTO PARATI;AVENIDA FILINTO MULLER,645;;CENTRO;TRES LAGOAS;MS;Gasolina C Comum;4,436;28/06/2018 17:49
00062780000102;AUTO POSTO PARATI;AVENIDA FILINTO MULLER,645;;CENTRO;TRES LAGOAS;MS;Etanol;3,482;28/06/2018 17:49
00062780000102;AUTO POSTO PARATI;AVENIDA FILINTO MULLER,645;;CENTRO;TRES LAGOAS;MS;Diesel S500;3,644;28/06/2018 17:49
00062780000102;AUTO POSTO PARATI;AVENIDA FILINTO MULLER,645;;CENTRO;TRES LAGOAS;MS;Diesel S10;3,734;28/06/2018 17:49
00300357000195;POSTO E TRANSPORTADORA PEGORARO;RODOVIA BR 163,S/N;KM 786;ZONA RURAL;COXIM;MS;Gasolina C Comum;4,349;09/12/2018 19:06
00300357000195;POSTO E TRANSPORTADORA PEGORARO;RODOVIA BR 163,S/N;KM 786;ZONA RURAL;COXIM;MS;Etanol;3,599;09/12/2018 19:06
00300357000195;POSTO E TRANSPORTADORA PEGORARO;RODOVIA BR 163,S/N;KM 786;ZONA RURAL;COXIM;MS;Diesel S500;3,499;09/12/2018 19:06
00300357000195;POSTO E TRANSPORTADORA PEGORARO;RODOVIA BR 163,S/N;KM 786;ZONA RURAL;COXIM;MS;Diesel S10;3,599;09/12/2018 19:06
00360990000179;POSTO DOS ANOES LTDA;QUADRA SHC/SUL SQ,315;BLOCO A PLL 01;ASA SUL;BRASILIA;DF;Gasolina C Comum;4,289;28/11/2018 09:34
00360990000179;POSTO DOS ANOES LTDA;QUADRA SHC/SUL SQ,315;BLOCO A PLL 01;ASA SUL;BRASILIA;DF;Etanol;3,49;28/11/2018 09:34
00360990000179;POSTO DOS ANOES LTDA;QUADRA SHC/SUL SQ,315;BLOCO A PLL 01;ASA SUL;BRASILIA;DF;Diesel S10;4,05;28/11/2018 09:34
00480284000160;POSTO CENTRAL;AVENIDA GUAXENDUBA,200;;CENTRO;SAO LUIS;MA;Gasolina C Comum;4,169;13/11/2018 15:13
00480284000160;POSTO CENTRAL;AVENIDA GUAXENDUBA,200;;CENTRO;SAO LUIS;MA;Diesel S10;3,659;13/11/2018 15:13
00593430000164;AUTO POSTO BRINATI; LINHA MC-06,6190;TERREO;INDUSTRIAL;MACHADINHO D'OESTE;RO;Gasolina C Comum;4,8;04/07/2018 17:51
00593430000164;AUTO POSTO BRINATI; LINHA MC-06,6190;TERREO;INDUSTRIAL;MACHADINHO D'OESTE;RO;Diesel S500;3,78;04/07/2018 17:51
00593430000245;AUTO POSTO BRINATI;LINHA SME 02,S/N;KM 72 - LOTE 01, QUADRA 01 - NÚCLEO SANTA MARIA;ZONA RURAL;MACHADINHO D'OESTE;RO;Gasolina C Comum;4,8;06/08/2018 18:01
00593430000245;AUTO POSTO BRINATI;LINHA SME 02,S/N;KM 72 - LOTE 01, QUADRA 01 - NÚCLEO SANTA MARIA;ZONA RURAL;MACHADINHO D'OESTE;RO;Diesel S500;3,81;06/08/2018 18:01
00601701000186;AUTO POSTO SANTA ROSA;RUA MARTINS KEVI,175;0;GUIRAY;IVINHEMA;MS;Gasolina C Comum;4,49;28/06/2019 16:21
00601701000186;AUTO POSTO SANTA ROSA;RUA MARTINS KEVI,175;0;GUIRAY;IVINHEMA;MS;Etanol;3,29;28/06/2019 16:21
00601701000186;AUTO POSTO SANTA ROSA;RUA MARTINS KEVI,175;0;GUIRAY;IVINHEMA;MS;Diesel S500;3,69;28/06/2019 16:21
00601701000186;AUTO POSTO SANTA ROSA;RUA MARTINS KEVI,175;0;GUIRAY;IVINHEMA;MS;Diesel S10;3,79;28/06/2019 16:21
00860197000139;POSTO NOSSA SENHORA DA CONCEICAO;RUA EDUARDO SANTOS PEREIRA,601;;MONTE CASTELO;CAMPO GRANDE;MS;Gasolina C Comum;4,258;21/11/2018 11:42
00860197000139;POSTO NOSSA SENHORA DA CONCEICAO;RUA EDUARDO SANTOS PEREIRA,601;;MONTE CASTELO;CAMPO GRANDE;MS;Etanol;3,299;21/11/2018 11:42
00860197000139;POSTO NOSSA SENHORA DA CONCEICAO;RUA EDUARDO SANTOS PEREIRA,601;;MONTE CASTELO;CAMPO GRANDE;MS;Diesel S500;3,599;21/11/2018 11:42
00860197000139;POSTO NOSSA SENHORA DA CONCEICAO;RUA EDUARDO SANTOS PEREIRA,601;;MONTE CASTELO;CAMPO GRANDE;MS;Diesel S10;3,699;21/11/2018 11:42
00976256000139;CEU 070 COMBUSTIVEIS LTDA; LOTE 499 GLEBA 04 PROJ INTEG,S/N;ALEXANDRE GUSMAO;CEILANDIA;BRASILIA;DF;Gasolina C Comum;4,687;09/10/2018 16:51
00976256000139;CEU 070 COMBUSTIVEIS LTDA; LOTE 499 GLEBA 04 PROJ INTEG,S/N;ALEXANDRE GUSMAO;CEILANDIA;BRASILIA;DF;Diesel S500;3,799;09/10/2018 16:51
00976256000139;CEU 070 COMBUSTIVEIS LTDA; LOTE 499 GLEBA 04 PROJ INTEG,S/N;ALEXANDRE GUSMAO;CEILANDIA;BRASILIA;DF;Diesel S10;3,899;09/10/2018 16:51
00976256000139;CEU 070 COMBUSTIVEIS LTDA; LOTE 499 GLEBA 04 PROJ INTEG,S/N;ALEXANDRE GUSMAO;CEILANDIA;BRASILIA;DF;Etanol;3,299;09/10/2018 16:51
01088431000114;POSTO SAMBAREIA;ACESSO BR 316 KM 27,S/N;;ZONA RURAL;DEMERVAL LOBAO;PI;Gasolina C Comum;4,649;27/05/2019 09:20
01088431000114;POSTO SAMBAREIA;ACESSO BR 316 KM 27,S/N;;ZONA RURAL;DEMERVAL LOBAO;PI;Diesel S500;3,599;27/05/2019 09:20
01088431000114;POSTO SAMBAREIA;ACESSO BR 316 KM 27,S/N;;ZONA RURAL;DEMERVAL LOBAO;PI;Diesel S10;3,649;27/05/2019 09:20
01109449000155;RODOCAMP AUTO SERVICE LTDA;AVENIDA MERCEDES BENZ,01;GLEBA 1                   QT 8907;DISTRITO INDUSTRIAL;CAMPINAS;SP;Gasolina C Comum;4,299;23/01/2019 14:57
01109449000155;RODOCAMP AUTO SERVICE LTDA;AVENIDA MERCEDES BENZ,01;GLEBA 1                   QT 8907;DISTRITO INDUSTRIAL;CAMPINAS;SP;Etanol;2,899;19/02/2019 11:52
01109449000155;RODOCAMP AUTO SERVICE LTDA;AVENIDA MERCEDES BENZ,01;GLEBA 1                   QT 8907;DISTRITO INDUSTRIAL;CAMPINAS;SP;GNV;2,999;19/02/2019 11:52
01109449000155;RODOCAMP AUTO SERVICE LTDA;AVENIDA MERCEDES BENZ,01;GLEBA 1                   QT 8907;DISTRITO INDUSTRIAL;CAMPINAS;SP;Diesel S500;3,599;23/01/2019 14:57
01109449000155;RODOCAMP AUTO SERVICE LTDA;AVENIDA MERCEDES BENZ,01;GLEBA 1                   QT 8907;DISTRITO INDUSTRIAL;CAMPINAS;SP;Diesel S10;3,699;23/01/2019 14:57
01138114000165;POSTO JK;RODOVIA BR 040 KM 102,S N;;;CRISTALINA;GO;Gasolina C Comum;4,67;10/10/2019 11:40
01138114000165;POSTO JK;RODOVIA BR 040 KM 102,S N;;;CRISTALINA;GO;Etanol;3,09;10/10/2019 11:40
01138114000165;POSTO JK;RODOVIA BR 040 KM 102,S N;;;CRISTALINA;GO;Diesel S500;3,82;19/09/2019 11:25
01138114000165;POSTO JK;RODOVIA BR 040 KM 102,S N;;;CRISTALINA;GO;Diesel S10;3,88;19/09/2019 11:25
01182484000108;POSTO CHAPARRAL;AVENIDA LINO SAMPAIO,83;;SAMPAIO;PIRES DO RIO;GO;Gasolina C Comum;4,72;10/08/2018 17:08
01182484000108;POSTO CHAPARRAL;AVENIDA LINO SAMPAIO,83;;SAMPAIO;PIRES DO RIO;GO;Etanol;2,99;10/08/2018 17:08
01182484000108;POSTO CHAPARRAL;AVENIDA LINO SAMPAIO,83;;SAMPAIO;PIRES DO RIO;GO;Diesel S500;3,49;10/08/2018 17:08
01182484000108;POSTO CHAPARRAL;AVENIDA LINO SAMPAIO,83;;SAMPAIO;PIRES DO RIO;GO;Diesel S10;3,59;10/08/2018 17:08
01240986000130;POSTO FERROVIARIO;RODOVIA PA 150,S/N;KM 422;DIST INDUSTRIAL;MARABA;PA;Gasolina C Comum;4,59;31/07/2019 17:44
01240986000130;POSTO FERROVIARIO;RODOVIA PA 150,S/N;KM 422;DIST INDUSTRIAL;MARABA;PA;Diesel S500;3,69;31/07/2019 17:44
01240986000130;POSTO FERROVIARIO;RODOVIA PA 150,S/N;KM 422;DIST INDUSTRIAL;MARABA;PA;Diesel S10;3,79;31/07/2019 17:44
01308133000273;POSTO TRES FAZENDAS;RODOVIA BR 116,14219;;COSTEIRA;SAO JOSE DOS PINHAIS;PR;Gasolina C Comum;4,39;25/09/2018 09:18
01308133000273;POSTO TRES FAZENDAS;RODOVIA BR 116,14219;;COSTEIRA;SAO JOSE DOS PINHAIS;PR;Diesel S500;3,47;25/09/2018 09:18
01308133000273;POSTO TRES FAZENDAS;RODOVIA BR 116,14219;;COSTEIRA;SAO JOSE DOS PINHAIS;PR;Diesel S10;3,57;25/09/2018 09:18
01332532000199;AUTO POSTO MILENIO LTDA;RUA BAHIA,1408;;VILA ROSA;CAMPO GRANDE;MS;Gasolina C Comum;4,099;15/04/2019 19:18
01332532000199;AUTO POSTO MILENIO LTDA;RUA BAHIA,1408;;VILA ROSA;CAMPO GRANDE;MS;Etanol;3,299;15/04/2019 19:18
01332532000199;AUTO POSTO MILENIO LTDA;RUA BAHIA,1408;;VILA ROSA;CAMPO GRANDE;MS;Diesel S10;3,599;15/04/2019 19:18
01392476000188;POSTO MODELO;AVENIDA MANOEL INACIO PEIXOTO,624;;BEIRA RIO;CATAGUASES;MG;Gasolina C Comum;4,849;17/04/2019 16:21
01392476000188;POSTO MODELO;AVENIDA MANOEL INACIO PEIXOTO,624;;BEIRA RIO;CATAGUASES;MG;Etanol;3,299;17/04/2019 16:21
01392476000188;POSTO MODELO;AVENIDA MANOEL INACIO PEIXOTO,624;;BEIRA RIO;CATAGUASES;MG;Diesel S500;3,699;17/04/2019 16:21
01392476000188;POSTO MODELO;AVENIDA MANOEL INACIO PEIXOTO,624;;BEIRA RIO;CATAGUASES;MG;Diesel S10;3,799;17/04/2019 16:21
01416988000137;POSTO 10;RODOVIA BR 343 KM 10,S/N;;RODOVIA;TERESINA;PI;Gasolina C Comum;4,399;17/06/2019 11:12
01416988000137;POSTO 10;RODOVIA BR 343 KM 10,S/N;;RODOVIA;TERESINA;PI;Diesel S500;3,499;17/06/2019 11:12
01416988000137;POSTO 10;RODOVIA BR 343 KM 10,S/N;;RODOVIA;TERESINA;PI;Diesel S10;3,529;17/06/2019 11:12
01416988000137;POSTO 10;RODOVIA BR 343 KM 10,S/N;;RODOVIA;TERESINA;PI;Etanol;3,319;17/06/2019 11:12
01443559000159;ROGER SOUZA DA SILVA;ESTRADA BR 293 KM 108,SN;;ZONA URBANA;PINHEIRO MACHADO;RS;Diesel S10;3,549;14/06/2019 18:23
01443559000159;ROGER SOUZA DA SILVA;ESTRADA BR 293 KM 108,SN;;ZONA URBANA;PINHEIRO MACHADO;RS;Gasolina C Comum;4,799;14/06/2019 18:23
01443559000159;ROGER SOUZA DA SILVA;ESTRADA BR 293 KM 108,SN;;ZONA URBANA;PINHEIRO MACHADO;RS;Diesel S500;3,479;14/06/2019 18:23
01574763000109;AUTO POSTO MUTUM LTDA;RODOVIA BR 262,S/N;KM 175;ZONA RURAL;RIBAS DO RIO PARDO;MS;Gasolina C Comum;4,646;11/07/2018 10:01
01574763000109;AUTO POSTO MUTUM LTDA;RODOVIA BR 262,S/N;KM 175;ZONA RURAL;RIBAS DO RIO PARDO;MS;Etanol;3,456;11/07/2018 10:01
01574763000109;AUTO POSTO MUTUM LTDA;RODOVIA BR 262,S/N;KM 175;ZONA RURAL;RIBAS DO RIO PARDO;MS;Diesel S500;3,346;11/07/2018 10:01
01574763000109;AUTO POSTO MUTUM LTDA;RODOVIA BR 262,S/N;KM 175;ZONA RURAL;RIBAS DO RIO PARDO;MS;Diesel S10;3,406;11/07/2018 10:01
01575816000106;AUTO POSTO RIO ARAGUAIA;RUA CORONEL GRIZORTE,802;;CENTRO;PAU D'ARCO;TO;Gasolina C Comum;4,99;29/05/2019 13:54
01575816000106;AUTO POSTO RIO ARAGUAIA;RUA CORONEL GRIZORTE,802;;CENTRO;PAU D'ARCO;TO;Diesel S500;3,8;29/05/2019 13:54
01575816000106;AUTO POSTO RIO ARAGUAIA;RUA CORONEL GRIZORTE,802;;CENTRO;PAU D'ARCO;TO;Diesel S10;3,85;29/05/2019 13:54
01828198000169;POSTO DE SERVICOS CIDADE DO MAR;AVENIDA EDGAR SCHENEIDER,877;;CURUMIN;CAPAO DA CANOA;RS;Gasolina C Comum;4,39;22/07/2019 12:34
01828198000169;POSTO DE SERVICOS CIDADE DO MAR;AVENIDA EDGAR SCHENEIDER,877;;CURUMIN;CAPAO DA CANOA;RS;Diesel S500;3,44;20/09/2019 09:25
01828198000169;POSTO DE SERVICOS CIDADE DO MAR;AVENIDA EDGAR SCHENEIDER,877;;CURUMIN;CAPAO DA CANOA;RS;Diesel S10;3,49;20/09/2019 09:25
01828198000169;POSTO DE SERVICOS CIDADE DO MAR;AVENIDA EDGAR SCHENEIDER,877;;CURUMIN;CAPAO DA CANOA;RS;Etanol;4,69;21/04/2019 13:10
01935272000146;POSTOS MOURA;RODOVIA BR 232,204;KM    182;SANTO ANTONIO;BELO JARDIM;PE;Gasolina C Comum;4,439;04/07/2018 15:28
01935272000146;POSTOS MOURA;RODOVIA BR 232,204;KM    182;SANTO ANTONIO;BELO JARDIM;PE;Etanol;3,499;04/07/2018 15:28
01935272000146;POSTOS MOURA;RODOVIA BR 232,204;KM    182;SANTO ANTONIO;BELO JARDIM;PE;Diesel S500;3,369;04/07/2018 15:28
01935272000146;POSTOS MOURA;RODOVIA BR 232,204;KM    182;SANTO ANTONIO;BELO JARDIM;PE;Diesel S10;3,389;04/07/2018 15:28
02056229000173;POSTO FRANKLIN REZENDE LTDA;RODOVIA MG 367,S/N;KM 278;ZONA RURAL;ARACUAI;MG;Gasolina C Comum;5,48;16/10/2018 09:58
02056229000173;POSTO FRANKLIN REZENDE LTDA;RODOVIA MG 367,S/N;KM 278;ZONA RURAL;ARACUAI;MG;Etanol;3,48;16/10/2018 09:58
02056229000173;POSTO FRANKLIN REZENDE LTDA;RODOVIA MG 367,S/N;KM 278;ZONA RURAL;ARACUAI;MG;Diesel S500;4,07;16/10/2018 09:58
02056229000173;POSTO FRANKLIN REZENDE LTDA;RODOVIA MG 367,S/N;KM 278;ZONA RURAL;ARACUAI;MG;Diesel S10;4,12;16/10/2018 09:58
02078330000125;SAO MARTINHO AUTO SERVICE LTDA;AVENIDA SAO JOSE DOS CAMPOS,2500;;LOTEAMENTO PARQUE SAO MARTINHO;CAMPINAS;SP;Gasolina C Comum;4,099;23/01/2019 14:56
02078330000125;SAO MARTINHO AUTO SERVICE LTDA;AVENIDA SAO JOSE DOS CAMPOS,2500;;LOTEAMENTO PARQUE SAO MARTINHO;CAMPINAS;SP;Etanol;2,799;29/01/2019 10:54
02078330000125;SAO MARTINHO AUTO SERVICE LTDA;AVENIDA SAO JOSE DOS CAMPOS,2500;;LOTEAMENTO PARQUE SAO MARTINHO;CAMPINAS;SP;Diesel S500;3,599;23/01/2019 14:56
02078330000125;SAO MARTINHO AUTO SERVICE LTDA;AVENIDA SAO JOSE DOS CAMPOS,2500;;LOTEAMENTO PARQUE SAO MARTINHO;CAMPINAS;SP;Diesel S10;3,699;23/01/2019 14:56
02308408000150;POSTO DE COMBUSTIVEL DA FIGUEIRA EIRELI;RODOVIA RS 040 KM 18,3536;;AGUAS CLARAS;VIAMAO;RS;Gasolina C Comum;4,299;10/10/2019 17:08
02308408000150;POSTO DE COMBUSTIVEL DA FIGUEIRA EIRELI;RODOVIA RS 040 KM 18,3536;;AGUAS CLARAS;VIAMAO;RS;Etanol;3,899;10/10/2019 17:08
02308408000150;POSTO DE COMBUSTIVEL DA FIGUEIRA EIRELI;RODOVIA RS 040 KM 18,3536;;AGUAS CLARAS;VIAMAO;RS;GNV;3,599;10/10/2019 17:08
02308408000150;POSTO DE COMBUSTIVEL DA FIGUEIRA EIRELI;RODOVIA RS 040 KM 18,3536;;AGUAS CLARAS;VIAMAO;RS;Diesel S500;3,699;10/10/2019 17:08
02308408000150;POSTO DE COMBUSTIVEL DA FIGUEIRA EIRELI;RODOVIA RS 040 KM 18,3536;;AGUAS CLARAS;VIAMAO;RS;Diesel S10;3,799;10/10/2019 17:08
02308408000231;POSTO DA FIGUEIRA II;AVENIDA SENADOR SALGADO FILHO,9565;;COHAB;VIAMAO;RS;Gasolina C Comum;4,399;14/10/2019 15:17
02308408000231;POSTO DA FIGUEIRA II;AVENIDA SENADOR SALGADO FILHO,9565;;COHAB;VIAMAO;RS;Diesel S500;3,699;14/10/2019 15:17
02308408000231;POSTO DA FIGUEIRA II;AVENIDA SENADOR SALGADO FILHO,9565;;COHAB;VIAMAO;RS;Diesel S10;3,799;14/10/2019 15:17
02315421000137;POSTO 1350 LTDA;RUA HEITOR LIBERATO,2430;;SAO JOAO;ITAJAI;SC;Gasolina C Comum;3,799;14/08/2018 12:18
02315421000137;POSTO 1350 LTDA;RUA HEITOR LIBERATO,2430;;SAO JOAO;ITAJAI;SC;Etanol;3,299;14/08/2018 12:18
02315421000137;POSTO 1350 LTDA;RUA HEITOR LIBERATO,2430;;SAO JOAO;ITAJAI;SC;Diesel S10;3,299;14/08/2018 12:18
02433811000101;POSTO NAVES;RODOVIA BR 153,S/N;KM 722;CENTRO;FIGUEIROPOLIS;TO;Gasolina C Comum;4,899;11/07/2018 12:43
02433811000101;POSTO NAVES;RODOVIA BR 153,S/N;KM 722;CENTRO;FIGUEIROPOLIS;TO;Etanol;3,899;11/07/2018 12:43
02433811000101;POSTO NAVES;RODOVIA BR 153,S/N;KM 722;CENTRO;FIGUEIROPOLIS;TO;Diesel S500;3,639;11/07/2018 12:43
02433811000101;POSTO NAVES;RODOVIA BR 153,S/N;KM 722;CENTRO;FIGUEIROPOLIS;TO;Diesel S10;3,739;11/07/2018 12:43
02446327000389;POSTO HP 2;RODOVIA CE 364, KM 52,00;MARGEM ESQUERDA;CENTRO;MORAUJO;CE;Gasolina C Comum;4,97;23/05/2019 12:57
02446327000389;POSTO HP 2;RODOVIA CE 364, KM 52,00;MARGEM ESQUERDA;CENTRO;MORAUJO;CE;Etanol;3,94;23/05/2019 12:57
02446327000389;POSTO HP 2;RODOVIA CE 364, KM 52,00;MARGEM ESQUERDA;CENTRO;MORAUJO;CE;Diesel S500;3,85;23/05/2019 12:57
02446327000389;POSTO HP 2;RODOVIA CE 364, KM 52,00;MARGEM ESQUERDA;CENTRO;MORAUJO;CE;Diesel S10;3,89;23/05/2019 12:57
02455511000123;AUTO POSTO 020;RODOVIA BR 020,SN;KM    30;DISTRITO DO BEZERRA;FORMOSA;GO;Gasolina C Comum;4,399;17/09/2019 16:18
02455511000123;AUTO POSTO 020;RODOVIA BR 020,SN;KM    30;DISTRITO DO BEZERRA;FORMOSA;GO;Etanol;2,959;01/10/2019 17:44
02455511000123;AUTO POSTO 020;RODOVIA BR 020,SN;KM    30;DISTRITO DO BEZERRA;FORMOSA;GO;Diesel S500;3,699;16/10/2019 17:51
02455511000123;AUTO POSTO 020;RODOVIA BR 020,SN;KM    30;DISTRITO DO BEZERRA;FORMOSA;GO;Diesel S10;3,769;16/10/2019 17:51
02513158000190;POSTO HS;AVENIDA ADELINO AMERICO DE AZEVEDO,163;;CENTRO;PORANGATU;GO;Gasolina C Comum;4,79;08/10/2019 09:26
02513158000190;POSTO HS;AVENIDA ADELINO AMERICO DE AZEVEDO,163;;CENTRO;PORANGATU;GO;Etanol;3,09;08/10/2019 09:26
02513158000190;POSTO HS;AVENIDA ADELINO AMERICO DE AZEVEDO,163;;CENTRO;PORANGATU;GO;Diesel S500;3,99;08/10/2019 09:26
02513158000190;POSTO HS;AVENIDA ADELINO AMERICO DE AZEVEDO,163;;CENTRO;PORANGATU;GO;Diesel S10;4,09;08/10/2019 09:26
02562482000107;AUTO POSTO ITAMARATY LEME LTDA;AVENIDA VISCONDE DE NOVA GRANADA,1.500;;VILA GROSSKLAUSS;LEME;SP;Gasolina C Comum;4,089;14/10/2019 15:23
02562482000107;AUTO POSTO ITAMARATY LEME LTDA;AVENIDA VISCONDE DE NOVA GRANADA,1.500;;VILA GROSSKLAUSS;LEME;SP;Etanol;2,599;14/10/2019 15:23
02737116000133;AUTO POSTO RIO BRANCO DE ANDRADAS LTDA;RUA CEL OLIVEIRA,786;;CENTRO;ANDRADAS;MG;Gasolina C Comum;4,769;09/10/2019 16:16
02737116000133;AUTO POSTO RIO BRANCO DE ANDRADAS LTDA;RUA CEL OLIVEIRA,786;;CENTRO;ANDRADAS;MG;Etanol;2,799;09/10/2019 16:16
02737116000133;AUTO POSTO RIO BRANCO DE ANDRADAS LTDA;RUA CEL OLIVEIRA,786;;CENTRO;ANDRADAS;MG;Diesel S500;3,749;19/09/2019 15:44
02737116000133;AUTO POSTO RIO BRANCO DE ANDRADAS LTDA;RUA CEL OLIVEIRA,786;;CENTRO;ANDRADAS;MG;Diesel S10;3,789;19/09/2019 15:44
02770298000144;POSTO PALMITO;RUA 02,S/N;QUADRAS 16 E 17;BOA ESPERANÇA;SORRISO;MT;Gasolina C Comum;4,96;06/05/2019 12:03
02770298000144;POSTO PALMITO;RUA 02,S/N;QUADRAS 16 E 17;BOA ESPERANÇA;SORRISO;MT;Etanol;3,15;06/05/2019 12:03
02770298000144;POSTO PALMITO;RUA 02,S/N;QUADRAS 16 E 17;BOA ESPERANÇA;SORRISO;MT;Diesel S500;4,1;06/05/2019 12:03
02770298000144;POSTO PALMITO;RUA 02,S/N;QUADRAS 16 E 17;BOA ESPERANÇA;SORRISO;MT;Diesel S10;4,2;06/05/2019 12:03
02930356000150;AUTO POSTO TOCANTINS;AVENIDA BERNARDO SAYAO,3160;;CENTRO;GUARAI;TO;Gasolina C Comum;4,799;13/07/2018 12:02
02930356000150;AUTO POSTO TOCANTINS;AVENIDA BERNARDO SAYAO,3160;;CENTRO;GUARAI;TO;Diesel S500;3,449;13/07/2018 12:02
02930356000150;AUTO POSTO TOCANTINS;AVENIDA BERNARDO SAYAO,3160;;CENTRO;GUARAI;TO;Diesel S10;3,499;13/07/2018 12:02
03006726000120;POSTO PILOTO;AVENIDA AFONSO PENA,800;;AMAMBAI;CAMPO GRANDE;MS;Gasolina C Comum;4,097;29/06/2018 10:10
03006726000120;POSTO PILOTO;AVENIDA AFONSO PENA,800;;AMAMBAI;CAMPO GRANDE;MS;Etanol;3,297;29/06/2018 10:10
03006726000120;POSTO PILOTO;AVENIDA AFONSO PENA,800;;AMAMBAI;CAMPO GRANDE;MS;Diesel S10;3,587;29/06/2018 10:10
03096030000131;POSTO ALTO ALEGRE;AVENIDA TANCREDO NEVES,3774;;CENTRO;ALTO ALEGRE DOS PARECIS;RO;Gasolina C Comum;4,85;11/07/2018 09:33
03096030000131;POSTO ALTO ALEGRE;AVENIDA TANCREDO NEVES,3774;;CENTRO;ALTO ALEGRE DOS PARECIS;RO;Diesel S500;3,75;11/07/2018 09:33
03096030000131;POSTO ALTO ALEGRE;AVENIDA TANCREDO NEVES,3774;;CENTRO;ALTO ALEGRE DOS PARECIS;RO;Diesel S10;3,8;11/07/2018 09:33
03121901000120;POSTO SAVANA;RODOVIA BR-163,17846;;CHACARA DAS MANSOES;CAMPO GRANDE;MS;Gasolina C Comum;4,199;05/07/2018 10:38
03121901000120;POSTO SAVANA;RODOVIA BR-163,17846;;CHACARA DAS MANSOES;CAMPO GRANDE;MS;Etanol;2,999;06/07/2018 08:42
03121901000120;POSTO SAVANA;RODOVIA BR-163,17846;;CHACARA DAS MANSOES;CAMPO GRANDE;MS;Diesel S500;3,39;05/07/2018 10:38
03121901000120;POSTO SAVANA;RODOVIA BR-163,17846;;CHACARA DAS MANSOES;CAMPO GRANDE;MS;Diesel S10;3,49;05/07/2018 10:38
03200588000115;POSTO SAFRA LTDA;RODOVIA SC-480, CHAPECO GOIO-EN,943;E, FRENTE;QUEDAS DO PALMITAL;CHAPECO;SC;Gasolina C Comum;4,449;25/09/2018 08:59
03200588000115;POSTO SAFRA LTDA;RODOVIA SC-480, CHAPECO GOIO-EN,943;E, FRENTE;QUEDAS DO PALMITAL;CHAPECO;SC;Diesel S500;3,399;25/09/2018 08:59
03200588000115;POSTO SAFRA LTDA;RODOVIA SC-480, CHAPECO GOIO-EN,943;E, FRENTE;QUEDAS DO PALMITAL;CHAPECO;SC;Diesel S10;3,469;25/09/2018 08:59
03572731000108;GLOBO COMBUSTIVEIS;RUA SENADOR SOUZA NAVES,720;;CENTRO;SERTANOPOLIS;PR;Gasolina C Comum;4,649;12/07/2018 09:21
03572731000108;GLOBO COMBUSTIVEIS;RUA SENADOR SOUZA NAVES,720;;CENTRO;SERTANOPOLIS;PR;Etanol;2,99;12/07/2018 09:21
03572731000108;GLOBO COMBUSTIVEIS;RUA SENADOR SOUZA NAVES,720;;CENTRO;SERTANOPOLIS;PR;Diesel S500;3,33;12/07/2018 09:21
03572731000108;GLOBO COMBUSTIVEIS;RUA SENADOR SOUZA NAVES,720;;CENTRO;SERTANOPOLIS;PR;Diesel S10;3,42;12/07/2018 09:21
03572866000165;AUTO POSTO POROROCA XV;AVENIDA BANDEIRANTES,2390;;VILA BANDEIRANTES;CAMPO GRANDE;MS;Gasolina C Comum;3,999;13/12/2018 15:04
03572866000165;AUTO POSTO POROROCA XV;AVENIDA BANDEIRANTES,2390;;VILA BANDEIRANTES;CAMPO GRANDE;MS;Etanol;2,999;13/12/2018 15:04
03572866000165;AUTO POSTO POROROCA XV;AVENIDA BANDEIRANTES,2390;;VILA BANDEIRANTES;CAMPO GRANDE;MS;Diesel S500;3,499;13/12/2018 15:04
03572866000165;AUTO POSTO POROROCA XV;AVENIDA BANDEIRANTES,2390;;VILA BANDEIRANTES;CAMPO GRANDE;MS;Diesel S10;3,599;13/12/2018 15:04
03734859000112;POSTO UNIAO;RUA JOSE DE ALENCAR LEITE,37;;CENTRO;SANTO ANTONIO DE PADUA;RJ;Gasolina C Comum;5,399;09/10/2018 11:25
03734859000112;POSTO UNIAO;RUA JOSE DE ALENCAR LEITE,37;;CENTRO;SANTO ANTONIO DE PADUA;RJ;Etanol;3,499;09/10/2018 11:25
03734859000112;POSTO UNIAO;RUA JOSE DE ALENCAR LEITE,37;;CENTRO;SANTO ANTONIO DE PADUA;RJ;Diesel S500;3,75;09/10/2018 11:25
03734859000112;POSTO UNIAO;RUA JOSE DE ALENCAR LEITE,37;;CENTRO;SANTO ANTONIO DE PADUA;RJ;Diesel S10;3,85;09/10/2018 11:25
03754107000113;AUTO POSTO IRMAOS LEITE;AVENIDA JK,3525;BR 364 KM 426;SETOR INDUSTRIAL;JARU;RO;Diesel S500;4,18;21/09/2019 07:44
03754107000113;AUTO POSTO IRMAOS LEITE;AVENIDA JK,3525;BR 364 KM 426;SETOR INDUSTRIAL;JARU;RO;Diesel S10;4,28;21/09/2019 07:44
03754107000113;AUTO POSTO IRMAOS LEITE;AVENIDA JK,3525;BR 364 KM 426;SETOR INDUSTRIAL;JARU;RO;Gasolina C Comum;4,7;21/09/2019 07:44
03754107000113;AUTO POSTO IRMAOS LEITE;AVENIDA JK,3525;BR 364 KM 426;SETOR INDUSTRIAL;JARU;RO;Etanol;3,99;18/09/2019 08:14
